RR,time
630,2023-04-13 13-46-46.467000
628,2023-04-13 13-46-47.095000
621,2023-04-13 13-46-47.716000
616,2023-04-13 13-46-48.332000
602,2023-04-13 13-46-48.934000
594,2023-04-13 13-46-49.528000
594,2023-04-13 13-46-50.122000
601,2023-04-13 13-46-50.723000
614,2023-04-13 13-46-51.337000
633,2023-04-13 13-46-51.970000
668,2023-04-13 13-46-52.638000
725,2023-04-13 13-46-53.363000
750,2023-04-13 13-46-54.113000
743,2023-04-13 13-46-54.856000
742,2023-04-13 13-46-55.598000
685,2023-04-13 13-46-56.283000
669,2023-04-13 13-46-56.952000
654,2023-04-13 13-46-57.606000
637,2023-04-13 13-46-58.243000
635,2023-04-13 13-46-58.878000
635,2023-04-13 13-46-59.513000
637,2023-04-13 13-47-00.150000
640,2023-04-13 13-47-00.790000
654,2023-04-13 13-47-01.444000
669,2023-04-13 13-47-02.113000
708,2023-04-13 13-47-02.821000
769,2023-04-13 13-47-03.590000
768,2023-04-13 13-47-04.358000
727,2023-04-13 13-47-05.085000
734,2023-04-13 13-47-05.819000
711,2023-04-13 13-47-06.530000
701,2023-04-13 13-47-07.231000
671,2023-04-13 13-47-07.902000
656,2023-04-13 13-47-08.558000
642,2023-04-13 13-47-09.200000
631,2023-04-13 13-47-09.831000
628,2023-04-13 13-47-10.459000
636,2023-04-13 13-47-11.095000
675,2023-04-13 13-47-11.770000
729,2023-04-13 13-47-12.499000
750,2023-04-13 13-47-13.249000
787,2023-04-13 13-47-14.036000
783,2023-04-13 13-47-14.819000
794,2023-04-13 13-47-15.613000
768,2023-04-13 13-47-16.381000
737,2023-04-13 13-47-17.118000
716,2023-04-13 13-47-17.834000
696,2023-04-13 13-47-18.530000
682,2023-04-13 13-47-19.212000
676,2023-04-13 13-47-19.888000
670,2023-04-13 13-47-20.558000
675,2023-04-13 13-47-21.233000
687,2023-04-13 13-47-21.920000
715,2023-04-13 13-47-22.635000
726,2023-04-13 13-47-23.361000
729,2023-04-13 13-47-24.090000
725,2023-04-13 13-47-24.815000
701,2023-04-13 13-47-25.516000
666,2023-04-13 13-47-26.182000
657,2023-04-13 13-47-26.839000
647,2023-04-13 13-47-27.486000
642,2023-04-13 13-47-28.128000
633,2023-04-13 13-47-28.761000
627,2023-04-13 13-47-29.388000
624,2023-04-13 13-47-30.012000
621,2023-04-13 13-47-30.633000
610,2023-04-13 13-47-31.243000
603,2023-04-13 13-47-31.846000
605,2023-04-13 13-47-32.451000
603,2023-04-13 13-47-33.054000
591,2023-04-13 13-47-33.645000
594,2023-04-13 13-47-34.239000
593,2023-04-13 13-47-34.832000
600,2023-04-13 13-47-35.432000
596,2023-04-13 13-47-36.028000
598,2023-04-13 13-47-36.626000
601,2023-04-13 13-47-37.227000
605,2023-04-13 13-47-37.832000
611,2023-04-13 13-47-38.443000
615,2023-04-13 13-47-39.058000
612,2023-04-13 13-47-39.670000
607,2023-04-13 13-47-40.277000
612,2023-04-13 13-47-40.889000
617,2023-04-13 13-47-41.506000
631,2023-04-13 13-47-42.137000
647,2023-04-13 13-47-42.784000
625,2023-04-13 13-47-43.409000
644,2023-04-13 13-47-44.053000
709,2023-04-13 13-47-44.762000
725,2023-04-13 13-47-45.487000
753,2023-04-13 13-47-46.240000
695,2023-04-13 13-47-46.935000
693,2023-04-13 13-47-47.628000
665,2023-04-13 13-47-48.293000
649,2023-04-13 13-47-48.942000
641,2023-04-13 13-47-49.583000
632,2023-04-13 13-47-50.215000
639,2023-04-13 13-47-50.854000
651,2023-04-13 13-47-51.505000
683,2023-04-13 13-47-52.188000
704,2023-04-13 13-47-52.892000
752,2023-04-13 13-47-53.644000
755,2023-04-13 13-47-54.399000
